,cell,recording,freq,genotype_2,pos,genotype_3
0,Mean1,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0.8062770562770563,wt_ctrl,1,wt_ctrl_1
1,Mean10,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0.5908289241622575,wt_ctrl,1,wt_ctrl_1
2,Mean12,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0.8368005527948484,wt_ctrl,1,wt_ctrl_1
3,Mean14,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0.8733624454148472,wt_ctrl,1,wt_ctrl_1
4,Mean17,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0.8137931034482758,wt_ctrl,1,wt_ctrl_1
5,Mean18,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0.5775075987841946,wt_ctrl,1,wt_ctrl_1
6,Mean2,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0.4471544715447154,wt_ctrl,1,wt_ctrl_1
7,Mean23,230223_slice05_500pM_AngII_ctrl_results.ome.csv,1.140939597315436,wt_ctrl,1,wt_ctrl_1
8,Mean24,230223_slice05_500pM_AngII_ctrl_results.ome.csv,1.0826470741290035,wt_ctrl,1,wt_ctrl_1
9,Mean4,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0.7243243243243243,wt_ctrl,1,wt_ctrl_1
10,Mean5,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0.6259734310581768,wt_ctrl,1,wt_ctrl_1
11,Mean7,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0.5056179775280899,wt_ctrl,1,wt_ctrl_1
12,Mean1,230224_slice02_500pM_AngII_ctrl_results.csv,0.6126126126126126,wt_ctrl,1,wt_ctrl_1
13,Mean10,230224_slice02_500pM_AngII_ctrl_results.csv,1.0607621009268795,wt_ctrl,1,wt_ctrl_1
14,Mean14,230224_slice02_500pM_AngII_ctrl_results.csv,0.906040268456376,wt_ctrl,1,wt_ctrl_1
15,Mean17,230224_slice02_500pM_AngII_ctrl_results.csv,0.6875,wt_ctrl,1,wt_ctrl_1
16,Mean24,230224_slice02_500pM_AngII_ctrl_results.csv,1.1996644295302012,wt_ctrl,1,wt_ctrl_1
17,Mean25,230224_slice02_500pM_AngII_ctrl_results.csv,0.7058823529411764,wt_ctrl,1,wt_ctrl_1
18,Mean32,230224_slice02_500pM_AngII_ctrl_results.csv,0.9604043807919124,wt_ctrl,1,wt_ctrl_1
19,Mean33,230224_slice02_500pM_AngII_ctrl_results.csv,0.9604043807919124,wt_ctrl,1,wt_ctrl_1
20,Mean36,230224_slice02_500pM_AngII_ctrl_results.csv,0.8942065491183878,wt_ctrl,1,wt_ctrl_1
21,Mean37,230224_slice02_500pM_AngII_ctrl_results.csv,1.0583153347732182,wt_ctrl,1,wt_ctrl_1
22,Mean38,230224_slice02_500pM_AngII_ctrl_results.csv,0.7919123841617522,wt_ctrl,1,wt_ctrl_1
23,Mean5,230224_slice02_500pM_AngII_ctrl_results.csv,0.8523206751054851,wt_ctrl,1,wt_ctrl_1
24,Mean7,230224_slice02_500pM_AngII_ctrl_results.csv,1.2919463087248322,wt_ctrl,1,wt_ctrl_1
25,Mean9,230224_slice02_500pM_AngII_ctrl_results.csv,1.0756302521008403,wt_ctrl,1,wt_ctrl_1
26,Mean1,230224_slice03_500pM_AngII_ctrl_results.csv,0.6459731543624161,wt_ctrl,1,wt_ctrl_1
27,Mean14,230224_slice03_500pM_AngII_ctrl_results.csv,1.097972972972973,wt_ctrl,1,wt_ctrl_1
28,Mean15,230224_slice03_500pM_AngII_ctrl_results.csv,0.765993265993266,wt_ctrl,1,wt_ctrl_1
29,Mean17,230224_slice03_500pM_AngII_ctrl_results.csv,0.927769753510288,wt_ctrl,1,wt_ctrl_1
30,Mean18,230224_slice03_500pM_AngII_ctrl_results.csv,0.9358752166377816,wt_ctrl,1,wt_ctrl_1
31,Mean2,230224_slice03_500pM_AngII_ctrl_results.csv,0.7478991596638654,wt_ctrl,1,wt_ctrl_1
32,Mean23,230224_slice03_500pM_AngII_ctrl_results.csv,0.6464250734573947,wt_ctrl,1,wt_ctrl_1
33,Mean24,230224_slice03_500pM_AngII_ctrl_results.csv,0.9840201850294366,wt_ctrl,1,wt_ctrl_1
34,Mean27,230224_slice03_500pM_AngII_ctrl_results.csv,1.390284757118928,wt_ctrl,1,wt_ctrl_1
35,Mean28,230224_slice03_500pM_AngII_ctrl_results.csv,0.4925650557620817,wt_ctrl,1,wt_ctrl_1
36,Mean31,230224_slice03_500pM_AngII_ctrl_results.csv,0.8718471014775252,wt_ctrl,1,wt_ctrl_1
37,Mean32,230224_slice03_500pM_AngII_ctrl_results.csv,1.2783851976450795,wt_ctrl,1,wt_ctrl_1
38,Mean34,230224_slice03_500pM_AngII_ctrl_results.csv,0.7627118644067796,wt_ctrl,1,wt_ctrl_1
39,Mean4,230224_slice03_500pM_AngII_ctrl_results.csv,0.5573770491803278,wt_ctrl,1,wt_ctrl_1
40,Mean6,230224_slice03_500pM_AngII_ctrl_results.csv,0.7220822837951301,wt_ctrl,1,wt_ctrl_1
41,Mean7,230224_slice03_500pM_AngII_ctrl_results.csv,0.4931972789115646,wt_ctrl,1,wt_ctrl_1
42,Mean9,230224_slice03_500pM_AngII_ctrl_results.csv,0.8222093452036032,wt_ctrl,1,wt_ctrl_1
43,Mean1,230227_slice01_500pM_AngII_ctrl_results.csv,0.4603580562659847,wt_ctrl,1,wt_ctrl_1
44,Mean11,230227_slice01_500pM_AngII_ctrl_results.csv,0.4858688508013549,wt_ctrl,1,wt_ctrl_1
45,Mean13,230227_slice01_500pM_AngII_ctrl_results.csv,0.4882154882154882,wt_ctrl,1,wt_ctrl_1
46,Mean14,230227_slice01_500pM_AngII_ctrl_results.csv,0.4908158991643565,wt_ctrl,1,wt_ctrl_1
47,Mean15,230227_slice01_500pM_AngII_ctrl_results.csv,0.6902356902356902,wt_ctrl,1,wt_ctrl_1
48,Mean16,230227_slice01_500pM_AngII_ctrl_results.csv,0.482233502538071,wt_ctrl,1,wt_ctrl_1
49,Mean18,230227_slice01_500pM_AngII_ctrl_results.csv,0.4649196956889264,wt_ctrl,1,wt_ctrl_1
50,Mean19,230227_slice01_500pM_AngII_ctrl_results.csv,0.4778972520908004,wt_ctrl,1,wt_ctrl_1
51,Mean2,230227_slice01_500pM_AngII_ctrl_results.csv,0.6075949367088608,wt_ctrl,1,wt_ctrl_1
52,Mean20,230227_slice01_500pM_AngII_ctrl_results.csv,0.5546218487394957,wt_ctrl,1,wt_ctrl_1
53,Mean21,230227_slice01_500pM_AngII_ctrl_results.csv,0.518862370363661,wt_ctrl,1,wt_ctrl_1
54,Mean22,230227_slice01_500pM_AngII_ctrl_results.csv,0.4206008583690986,wt_ctrl,1,wt_ctrl_1
55,Mean23,230227_slice01_500pM_AngII_ctrl_results.csv,0.5903305558099075,wt_ctrl,1,wt_ctrl_1
56,Mean24,230227_slice01_500pM_AngII_ctrl_results.csv,0.5892255892255892,wt_ctrl,1,wt_ctrl_1
57,Mean26,230227_slice01_500pM_AngII_ctrl_results.csv,0.4853556485355648,wt_ctrl,1,wt_ctrl_1
58,Mean27,230227_slice01_500pM_AngII_ctrl_results.csv,0.5709487825356843,wt_ctrl,1,wt_ctrl_1
59,Mean3,230227_slice01_500pM_AngII_ctrl_results.csv,0.6701403243664494,wt_ctrl,1,wt_ctrl_1
60,Mean31,230227_slice01_500pM_AngII_ctrl_results.csv,0.5734144222415292,wt_ctrl,1,wt_ctrl_1
61,Mean32,230227_slice01_500pM_AngII_ctrl_results.csv,0.5131673540429075,wt_ctrl,1,wt_ctrl_1
62,Mean33,230227_slice01_500pM_AngII_ctrl_results.csv,0.5822784810126582,wt_ctrl,1,wt_ctrl_1
63,Mean35,230227_slice01_500pM_AngII_ctrl_results.csv,0.4061236563590953,wt_ctrl,1,wt_ctrl_1
64,Mean36,230227_slice01_500pM_AngII_ctrl_results.csv,0.6234203875315922,wt_ctrl,1,wt_ctrl_1
65,Mean38,230227_slice01_500pM_AngII_ctrl_results.csv,0.8571428571428571,wt_ctrl,1,wt_ctrl_1
66,Mean39,230227_slice01_500pM_AngII_ctrl_results.csv,0.6291530329725648,wt_ctrl,1,wt_ctrl_1
67,Mean4,230227_slice01_500pM_AngII_ctrl_results.csv,0.56731583403895,wt_ctrl,1,wt_ctrl_1
68,Mean40,230227_slice01_500pM_AngII_ctrl_results.csv,0.906801007556675,wt_ctrl,1,wt_ctrl_1
69,Mean41,230227_slice01_500pM_AngII_ctrl_results.csv,0.5059021922428331,wt_ctrl,1,wt_ctrl_1
70,Mean42,230227_slice01_500pM_AngII_ctrl_results.csv,0.8702928870292888,wt_ctrl,1,wt_ctrl_1
71,Mean6,230227_slice01_500pM_AngII_ctrl_results.csv,0.7698815566835872,wt_ctrl,1,wt_ctrl_1
72,Mean7,230227_slice01_500pM_AngII_ctrl_results.csv,0.7304785894206548,wt_ctrl,1,wt_ctrl_1
73,Mean8,230227_slice01_500pM_AngII_ctrl_results.csv,0.6751054852320675,wt_ctrl,1,wt_ctrl_1
74,Mean12,230228_slice01_500pM_AngII_ctrl_results.csv,0.8395778875012101,wt_ctrl,1,wt_ctrl_1
75,Mean14,230228_slice01_500pM_AngII_ctrl_results.csv,1.1278195488721805,wt_ctrl,1,wt_ctrl_1
76,Mean15,230228_slice01_500pM_AngII_ctrl_results.csv,0.7861369399830938,wt_ctrl,1,wt_ctrl_1
77,Mean2,230228_slice01_500pM_AngII_ctrl_results.csv,1.2144053601340032,wt_ctrl,1,wt_ctrl_1
78,Mean23,230228_slice01_500pM_AngII_ctrl_results.csv,0.7983193277310924,wt_ctrl,1,wt_ctrl_1
79,Mean3,230228_slice01_500pM_AngII_ctrl_results.csv,1.1641541038525962,wt_ctrl,1,wt_ctrl_1
80,Mean4,230228_slice01_500pM_AngII_ctrl_results.csv,0.8739495798319328,wt_ctrl,1,wt_ctrl_1
81,Mean5,230228_slice01_500pM_AngII_ctrl_results.csv,1.01272043396904,wt_ctrl,1,wt_ctrl_1
82,Mean6,230228_slice01_500pM_AngII_ctrl_results.csv,0.728813559322034,wt_ctrl,1,wt_ctrl_1
90,Mean10,230302_slice06_500pM_AngII_ctrl_results.csv,0.7611984629378677,wt_ctrl,1,wt_ctrl_1
91,Mean11,230302_slice06_500pM_AngII_ctrl_results.csv,0.7169811320754716,wt_ctrl,1,wt_ctrl_1
92,Mean12,230302_slice06_500pM_AngII_ctrl_results.csv,0.565269039552994,wt_ctrl,1,wt_ctrl_1
93,Mean13,230302_slice06_500pM_AngII_ctrl_results.csv,0.6435643564356436,wt_ctrl,1,wt_ctrl_1
94,Mean14,230302_slice06_500pM_AngII_ctrl_results.csv,0.9487315010570824,wt_ctrl,1,wt_ctrl_1
95,Mean15,230302_slice06_500pM_AngII_ctrl_results.csv,0.5902777777777777,wt_ctrl,1,wt_ctrl_1
96,Mean16,230302_slice06_500pM_AngII_ctrl_results.csv,1.1167086481947943,wt_ctrl,1,wt_ctrl_1
97,Mean2,230302_slice06_500pM_AngII_ctrl_results.csv,0.5144804749647528,wt_ctrl,1,wt_ctrl_1
98,Mean20,230302_slice06_500pM_AngII_ctrl_results.csv,0.5857385398981324,wt_ctrl,1,wt_ctrl_1
99,Mean21,230302_slice06_500pM_AngII_ctrl_results.csv,0.7348242811501597,wt_ctrl,1,wt_ctrl_1
100,Mean22,230302_slice06_500pM_AngII_ctrl_results.csv,0.7168784029038112,wt_ctrl,1,wt_ctrl_1
101,Mean23,230302_slice06_500pM_AngII_ctrl_results.csv,0.6519898391193903,wt_ctrl,1,wt_ctrl_1
